Mes,Posto,N_pontos_SIM15,Consumo_P_SIM15_kWh,Consumo_Q_SIM15_kVArh,DemandaMax_P_SIM15_kW,DemandaMax_Q_SIM15_kVAr,N_pontos_META
JANEIRO,FORA_PONTA,2712,1344017.043,128216.531625,4682.07,555.8109999999999,2712
JANEIRO,PONTA,264,56894.3535,12913.013575,1445.633,386.879,264
FEVEREIRO,FORA_PONTA,2448,1390855.5277500001,136909.115435,5111.6900000000005,573.16,2448
FEVEREIRO,PONTA,240,66156.14175,13570.408325,1758.5950000000005,424.944,240
MARCO,FORA_PONTA,2736,1489347.069,134036.944225,5118.79,506.93,2736
MARCO,PONTA,240,80898.48425,12850.350725,2086.9770000000003,309.574,240
ABRIL,FORA_PONTA,2640,1130727.766,76791.272901925,3552.26,296.5389,2640
ABRIL,PONTA,240,60621.8845,8473.567975,1360.507,285.8843,240
MAIO,FORA_PONTA,2724,1178931.19225,64850.655046325,3515.7700000000004,339.548,2724
MAIO,PONTA,252,68807.34375,7946.121525,1770.2240000000002,210.0738,252
JUNHO,FORA_PONTA,2640,1329511.8240750001,53326.29102175,4453.73,227.701,2640
JUNHO,PONTA,240,80829.74175,6697.92645,1912.547,166.1087,240
JULHO,FORA_PONTA,2700,1325707.98975,43052.808223061,4688.66,214.5778,2700
JULHO,PONTA,276,76087.8075,6560.4879,2444.562,193.86310000000003,276
AGOSTO,FORA_PONTA,2724,1239740.97925,47644.62108,3518.98,204.4138,2724
AGOSTO,PONTA,252,72102.124848,7502.073705,1635.3760000000002,235.4987,252
SETEMBRO,FORA_PONTA,2616,1155917.00575,56787.483683,3150.55,265.4892,2616
SETEMBRO,PONTA,264,68038.8795,8535.8116,1340.019,206.4734,264
OUTUBRO,FORA_PONTA,2700,1191343.607275,73829.9482475,3967.28,379.005,2700
OUTUBRO,PONTA,276,70177.45225,10477.6548,1560.523,296.4775,276
NOVEMBRO,FORA_PONTA,2652,1280461.063,91823.8790475,5103.89,467.559,2652
NOVEMBRO,PONTA,228,69539.7635,10923.79565,2369.528,376.292,228
DEZEMBRO,FORA_PONTA,2712,1303246.85775,107153.980425,5123.87,502.682,2712
DEZEMBRO,PONTA,264,64987.92875,13741.3912,2193.442,405.684,264
