Segmento,Year,LDCurve,Hour,Meter,kWh,kvarh,Max kW,Max kVA,Zone kWh,Zone kvarh,Zone Max kW,Zone Max kVA,Overload kWh Normal,Overload kWh Emerg,Load EEN,Load UE,Zone Losses kWh,Zone Losses kvarh,Zone Max kW Losses,Zone Max kvar Losses,Load Losses kWh,Load Losses kvarh,No Load Losses kWh,No Load Losses kvarh,Max kW Load Losses,Max kW No Load Losses,Line Losses,Transformer Losses,Line Mode Line Losses,Zero Mode Line Losses,3-phase Line Losses,1- and 2-phase Line Losses,Gen kWh,Gen kvarh,Gen Max kW,Gen Max kVA,13.8 kV Losses,Aux1,Aux6,Aux11,Aux16,Aux21,Aux26,13.8 kV Line Loss,Aux2,Aux7,Aux12,Aux17,Aux22,Aux27,13.8 kV Load Loss,Aux3,Aux8,Aux13,Aux18,Aux23,Aux28,13.8 kV No Load Loss,Aux4,Aux9,Aux14,Aux19,Aux24,Aux29,13.8 kV Load Energy,Aux5,Aux10,Aux15,Aux20,Aux25,Aux30
S00000_FORA_PONTA,0, ,41.0," ""GERAL""       ",44852.0,7680.0,2313.0,2339.0,59115.0,9188.0,3132.0,3166.0,0.0,0.0,2872.0,2491.0,4334.0,10840.0,116.0,309.0,276.0,-584.0,4058.0,11424.0,20.0,98.0,55.0,4278.0,55.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,4334.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,4058.0,0.0,0.0,0.0,0.0,0.0,0.0,59115.0,0.0,0.0,0.0,0.0,0.0,0.0
S00001_PONTA,0, ,44.0," ""GERAL""       ",4273.0,386.0,1549.0,1554.0,4267.0,535.0,1462.0,1475.0,0.0,0.0,206.0,179.0,301.0,736.0,101.0,250.0,10.0,-83.0,291.0,819.0,4.0,97.0,5.0,297.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,4267.0,0.0,0.0,0.0,0.0,0.0,0.0
S00002_FORA_PONTA,0, ,65.0," ""GERAL""       ",28215.0,4335.0,2031.0,2053.0,35893.0,5021.0,2725.0,2744.0,0.0,0.0,1444.0,1253.0,2194.0,5506.0,114.0,300.0,160.0,-221.0,2034.0,5726.0,17.0,97.0,34.0,2160.0,34.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2194.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,2034.0,0.0,0.0,0.0,0.0,0.0,0.0,35893.0,0.0,0.0,0.0,0.0,0.0,0.0
S00003_PONTA,0, ,68.0," ""GERAL""       ",3811.0,338.0,1415.0,1418.0,3855.0,491.0,1349.0,1362.0,0.0,0.0,206.0,179.0,300.0,734.0,101.0,251.0,9.0,-86.0,291.0,820.0,4.0,97.0,4.0,297.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,3855.0,0.0,0.0,0.0,0.0,0.0,0.0
S00004_FORA_PONTA,0, ,137.0," ""GERAL""       ",70250.0,11144.0,2456.0,2475.0,92740.0,13753.0,3260.0,3277.0,0.0,0.0,4751.0,4120.0,7134.0,17821.0,116.0,309.0,420.0,-1082.0,6714.0,18903.0,20.0,98.0,82.0,7053.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,7134.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,6714.0,0.0,0.0,0.0,0.0,0.0,0.0,92740.0,0.0,0.0,0.0,0.0,0.0,0.0
S00005_PONTA,0, ,140.0," ""GERAL""       ",4339.0,345.0,1529.0,1532.0,4395.0,492.0,1632.0,1642.0,0.0,0.0,206.0,179.0,301.0,738.0,102.0,253.0,11.0,-81.0,291.0,819.0,5.0,97.0,5.0,297.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,4395.0,0.0,0.0,0.0,0.0,0.0,0.0
S00006_FORA_PONTA,0, ,161.0," ""GERAL""       ",33623.0,4519.0,2559.0,2580.0,41276.0,5129.0,3315.0,3335.0,0.0,0.0,1443.0,1252.0,2210.0,5565.0,115.0,307.0,183.0,-144.0,2028.0,5709.0,20.0,97.0,44.0,2167.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,2210.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,2028.0,0.0,0.0,0.0,0.0,0.0,0.0,41276.0,0.0,0.0,0.0,0.0,0.0,0.0
S00007_PONTA,0, ,164.0," ""GERAL""       ",4480.0,360.0,1546.0,1549.0,4475.0,508.0,1709.0,1719.0,0.0,0.0,206.0,179.0,301.0,737.0,102.0,251.0,11.0,-81.0,291.0,818.0,5.0,97.0,5.0,297.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,4475.0,0.0,0.0,0.0,0.0,0.0,0.0
S00008_FORA_PONTA,0, ,185.0," ""GERAL""       ",34445.0,4259.0,2407.0,2427.0,40869.0,4943.0,3095.0,3110.0,0.0,0.0,1442.0,1252.0,2193.0,5490.0,115.0,305.0,165.0,-217.0,2027.0,5708.0,19.0,97.0,44.0,2149.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,2193.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,2027.0,0.0,0.0,0.0,0.0,0.0,0.0,40869.0,0.0,0.0,0.0,0.0,0.0,0.0
S00009_PONTA,0, ,188.0," ""GERAL""       ",4528.0,489.0,1593.0,1598.0,4577.0,634.0,1733.0,1750.0,0.0,0.0,206.0,179.0,302.0,739.0,102.0,253.0,12.0,-78.0,290.0,817.0,5.0,97.0,5.0,297.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,4577.0,0.0,0.0,0.0,0.0,0.0,0.0
